baseline_method,ci95_difference_high,ci95_difference_low,direction,focal_method,improvement_ci95_high,improvement_ci95_low,improvement_difference,mean_difference,metric,n_pairs,sample_std_difference,sem_difference
full_trust,0.0,0.0,lower_better,source_memory,-0.0,-0.0,-0.0,0.0,false_clearance_path_changes,2,0.0,0.0
full_trust,5.8531023682,-6.8531023682,lower_better,source_memory,6.8531023682,-5.8531023682,0.5,-0.5,stale_reassertion_replan_checks,2,0.7071067811865476,0.5
full_trust,5.8531023682,-6.8531023682,lower_better,source_memory,6.8531023682,-5.8531023682,0.5,-0.5,stale_reassertion_path_changes,2,0.7071067811865476,0.5
full_trust,0.0,0.0,target_zero,source_memory,-0.0,-0.0,-0.0,0.0,benign_blocked_moves,2,0.0,0.0
full_trust,2.524839706453338,-2.403627585241217,lower_better,source_memory,2.403627585241217,-2.524839706453338,-0.06060606060606055,0.06060606060606055,replans_per_delivery,2,0.27427172118750986,0.1939393939393943
full_trust,1.224720783846667,-1.3550238141496973,lower_better,source_memory,1.3550238141496973,-1.224720783846667,0.06515151515151515,-0.06515151515151515,traffic_waits_per_delivery,2,0.14356410405908696,0.10151515151515153
full_trust,0.0,0.0,lower_better,source_memory,-0.0,-0.0,-0.0,0.0,deadlocks_detected,2,0.0,0.0
full_trust,0.0,0.0,target_zero,source_memory,-0.0,-0.0,-0.0,0.0,robot_overlap_violations,2,0.0,0.0
full_trust,0.0,0.0,target_zero,source_memory,-0.0,-0.0,-0.0,0.0,intent_commit_mismatches,2,0.0,0.0
full_trust,0.0,0.0,diagnostic,source_memory,,,,0.0,productive_replan_ratio,2,0.0,0.0
full_trust,6.8531023682,-5.8531023682,diagnostic,source_memory,,,,0.5,time_to_distrust_malicious_robot,2,0.7071067811865476,0.5
full_trust,0.0,0.0,diagnostic,source_memory,,,,0.0,time_to_all_benign_distrust,2,0.0,0.0
full_trust,0.0,0.0,higher_better,source_memory,0.0,0.0,0.0,0.0,distrusted_benign_robot_count,2,0.0,0.0
full_trust,0.18001610578785449,-0.14921304163244925,diagnostic,source_memory,,,,0.015401532077702604,attacker_min_trust_mean,2,0.018321770153620295,0.012955447918966202
full_trust,0.26630103376704506,-0.21575275158055088,diagnostic,source_memory,,,,0.025274141093247104,final_attacker_trust_mean,2,0.026826539284342196,0.018969227843725678
full_trust,2237.6369151964,-1599.6369151963997,higher_better,source_memory,2237.6369151964,-1599.6369151963997,319.0,319.0,malicious_reports_operationally_ignored,2,213.54624791833734,150.99999999999997
full_trust,40.971716577399995,-47.971716577399995,lower_better,source_memory,47.971716577399995,-40.971716577399995,3.5,-3.5,attack_induced_path_changes,2,4.949747468305833,3.4999999999999996
